(143, 4237)
(143, 7114)
(143, 6118)
(144, 6846)
(144, 4584)
(144, 5049)
(144, 6010)
(144, 5853)
(144, 2080)
(144, 4135)
(145, 3645)
(145, 5872)
(146, 585)
(146, 6064)
(146, 482)
(146, 1361)
(146, 1717)
(146, 2757)
(147, 486)
(147, 1815)
(147, 4709)
(147, 6799)
(147, 6331)
(147, 4124)
(147, 6309)
(147, 882)
(147, 5641)
(147, 664)
(148, 6889)
(148, 6428)
(148, 4446)
(148, 6920)
(148, 4587)
(148, 1493)
(148, 5891)
(148, 7015)
(149, 311)
(150, 2718)
(150, 7141)
(150, 3006)
(150, 484)
(150, 5171)
(150, 4501)
(151, 1179)
(151, 3921)
(151, 1541)
(151, 2939)
(151, 1919)
(151, 4541)
(152, 6676)
(152, 7176)
(152, 1577)
(152, 6135)
(152, 2202)
(152, 3194)
(152, 862)
(153, 5847)
(153, 1523)
(153, 1365)
(153, 4315)
(153, 484)
(154, 3692)
(154, 5760)
(154, 6670)
(154, 1896)
(155, 2836)
(155, 3056)
(155, 5657)
(156, 3926)
(156, 190)
(156, 6279)
(156, 4123)
(156, 3647)
(156, 1327)
(157, 2985)
(157, 4519)
(157, 4139)
(157, 566)
(157, 3356)
(157, 1379)
(157, 4282)
(157, 4268)
(157, 6862)
(157, 4676)
(157, 5837)
(157, 1101)
(158, 5709)
(158, 6220)
(158, 778)
(158, 4192)
(158, 3662)
(158, 6799)
(158, 970)
(158, 1868)
(158, 2407)
(158, 1879)
(159, 2084)
(159, 1158)
(159, 1523)
(159, 5187)
(159, 3086)
(159, 4045)
(159, 3422)
(160, 5547)
(160, 1596)
(160, 1283)
(160, 5364)
(160, 6934)
(161, 364)
(161, 6091)
(161, 4546)
(161, 2339)
(161, 6649)
(162, 2464)
(162, 6051)
(162, 6340)
(162, 3388)
(162, 3198)
(162, 1004)
(162, 6680)
(163, 6274)
(163, 7211)
(163, 6904)
(163, 3832)
(163, 2983)
(163, 5038)
(164, 4572)
(164, 4873)
(164, 3273)
(164, 2164)
(164, 3107)
(164, 7034)
(164, 6550)
(164, 2606)
(165, 5195)
(165, 5811)
(165, 1035)
(165, 4350)
(166, 5781)
(166, 6462)
(166, 4542)
(166, 7168)
(166, 7145)
(166, 1194)
(166, 4187)
(167, 3334)
(167, 6884)
(167, 1868)
(167, 5252)
(167, 6241)
(167, 5371)
(167, 4444)
(167, 4699)
(168, 4524)
(168, 340)
(168, 2471)
(168, 3080)
(168, 1340)
(168, 455)
(168, 1997)
(168, 6456)
(168, 539)
(168, 5824)
(169, 806)
(169, 849)
(169, 1770)
(169, 941)
(169, 4767)
(169, 5769)
(169, 3926)
(170, 5461)
(170, 3760)
(170, 1708)
(170, 2806)
(170, 2814)
(170, 2343)
(170, 1922)
(170, 4925)
(170, 289)
(171, 869)
(171, 563)
(171, 7014)
(171, 7098)
(172, 6662)
(172, 5596)
(172, 6805)
(172, 1261)
(172, 4415)
(172, 1387)
(172, 3984)
(173, 5727)
(173, 3533)
(173, 917)
(173, 6292)
(173, 6918)
(173, 2000)
(173, 5656)
(173, 5822)
(173, 3497)
(173, 2328)
(174, 4601)
(174, 5758)
(174, 5853)
(174, 6430)
(174, 5419)
(174, 1855)
(174, 6467)
(174, 5195)
(174, 650)
(174, 6827)
(175, 5270)
(175, 2655)
(175, 3365)
(175, 2423)
(175, 4229)
(175, 6761)
(175, 6760)
(175, 5623)
(176, 652)
(176, 5377)
(176, 1014)
(176, 4667)
(176, 377)
(176, 659)
(176, 794)
(176, 571)
(176, 5975)
(176, 1695)
(176, 1024)
(176, 3544)
(177, 644)
(177, 4288)
(177, 512)
(177, 1401)
(177, 6340)
(177, 4666)
(177, 6542)
(177, 4418)
(177, 5528)
(177, 6169)
(177, 4522)
(178, 2851)
(178, 6317)
(178, 6576)
(178, 4749)
(178, 4387)
(178, 1752)
(178, 766)
(178, 4503)
(178, 1061)
(178, 6409)
(178, 5356)
(178, 1562)
(178, 4650)
(179, 1888)
(179, 3346)
(179, 5433)
(179, 6276)
(179, 6945)
(179, 3948)
(180, 4534)
(180, 1798)
(181, 6949)
(181, 5013)
(181, 3862)
(181, 5473)
(181, 5452)
(182, 291)
(183, 454)
(183, 7222)
(183, 4943)
(183, 440)
(183, 6932)
(183, 6723)
(183, 7181)
(183, 3161)
(184, 2211)
(184, 772)
(184, 6040)
(184, 3692)
(185, 2832)
(185, 2782)
(185, 5340)
(185, 1049)
(185, 4579)
(185, 199)
(185, 1793)
(185, 398)
(185, 5762)
(186, 4755)
(186, 2960)
(186, 4776)
(186, 5943)
(186, 579)
(186, 4373)
(186, 3214)
(186, 607)
(187, 3734)
(187, 4078)
(187, 5661)
(187, 282)
(187, 6313)
(188, 207)
(188, 4762)
(188, 2990)
(188, 975)
(188, 4690)
(188, 5196)
(189, 2205)
(189, 4777)
(189, 2942)
(189, 1060)
(189, 5976)
(189, 3189)
(189, 5874)
(190, 6697)
(190, 1420)
(190, 1658)
(190, 4009)
(190, 488)
(190, 7159)
(190, 2543)
(190, 5307)
(191, 5409)
(191, 4707)
(191, 2458)
(191, 6817)
(191, 2725)
(191, 211)
(191, 5462)
(191, 2548)
(191, 5687)
(192, 1783)
(192, 2037)
(192, 822)
(193, 5146)
(193, 7021)
(193, 6139)
(193, 4277)
(193, 461)
(193, 5947)
(193, 6819)
(193, 1289)
(193, 4881)
(193, 3481)
(194, 4118)
(194, 3561)
(194, 6672)
(194, 7101)
(194, 1205)
(194, 1958)
(194, 2028)
(195, 6784)
(195, 4758)
(195, 7132)
(195, 1107)
(195, 5904)
(195, 596)
(195, 2689)
(196, 7027)
(196, 1545)
(196, 4135)
(196, 6093)
(196, 4072)
(197, 6602)
(197, 4315)
(197, 2508)
(197, 1801)
(197, 3753)
(197, 2778)
(197, 4680)
(197, 1466)
(198, 3695)
(198, 5802)
(199, 1533)
(199, 3718)
(200, 833)
(200, 928)
(200, 1192)
(200, 2560)
(200, 2147)
(200, 3819)
(200, 4497)
(201, 257)
(201, 1731)
(201, 6247)
(202, 3891)
(202, 220)
(202, 4935)
(202, 4028)
(202, 3662)
(202, 1569)
(202, 4503)
(203, 1756)
(203, 3576)
(203, 1625)
(203, 4632)
(203, 6693)
(203, 2363)
(203, 5517)
(203, 1263)
(204, 6401)
(204, 6190)
(204, 5699)
(204, 4997)
(204, 3556)
(204, 2212)
(205, 5994)
(205, 5702)
(205, 4597)
(205, 3318)
(205, 4676)
(205, 1792)
(206, 2834)
(206, 1451)
(206, 6435)
(206, 2693)
(206, 2235)
(206, 1344)
(206, 2985)
(206, 2180)
(206, 5134)
(206, 3874)
(206, 5234)
(206, 6521)
(206, 1860)
(206, 5934)
(207, 5464)
(207, 4219)
(207, 2465)
(207, 6604)
(208, 2132)
(208, 6765)
(208, 3395)
(208, 5619)
(208, 3681)
(208, 6849)
(208, 2571)
(209, 4456)
(209, 6691)
(209, 1363)
(209, 2751)
(209, 360)
(209, 1265)
(209, 6024)
(209, 971)
(210, 4632)
(210, 3951)
(210, 5121)
(210, 449)
(210, 3067)
(211, 7044)
(211, 839)
(212, 3906)
(212, 3365)
(212, 1472)
(212, 6001)
(212, 3430)
(212, 7189)
(212, 2181)
(213, 6358)
(213, 2157)
(213, 1005)
(213, 5939)
(213, 6183)
(213, 3218)
(214, 1673)
(214, 5276)
(214, 6126)
(214, 1478)
(214, 2078)
(214, 7174)
(214, 1852)
(214, 4054)
(215, 5973)
(215, 2666)
(215, 3924)
(216, 6643)
(216, 1590)
(216, 1867)
(216, 2116)
(216, 535)
(216, 947)
(216, 1246)
(216, 1153)
(216, 6071)
(216, 2776)
(216, 2034)
(217, 1063)
(217, 6566)
(217, 4767)
(217, 4088)
(217, 4326)
(217, 3664)
(217, 5962)
(217, 3790)
(218, 4834)
(218, 1643)
(218, 949)
(218, 461)
(218, 7060)
(218, 1661)
(218, 5581)
(218, 6179)
(219, 266)
(219, 7078)
(219, 4084)
(219, 451)
(219, 1169)
(219, 4217)
(219, 392)
(220, 2362)
(220, 7027)
(221, 2998)
(222, 5943)
(222, 1951)
(222, 2150)
(222, 1812)
(222, 4467)
(223, 6378)
(223, 5884)
(223, 296)
(223, 2640)
(223, 6973)
(224, 5840)
(224, 971)
(224, 6770)
(224, 2269)
(225, 4722)
(225, 275)
(225, 5260)
(225, 4141)
(225, 2349)
(226, 3360)
(226, 2884)
(226, 6348)
(226, 970)
(226, 3516)
(226, 5749)
(226, 3792)
(226, 6377)
(227, 4600)
(227, 3873)
(227, 6842)
(227, 2610)
(227, 4183)
(228, 5391)
(228, 6965)
(228, 2971)
(228, 3325)
(228, 548)
(229, 1292)
(229, 1665)
(229, 661)
(229, 5088)
(229, 4448)
(229, 5587)
(230, 5434)
(230, 5169)
(230, 3864)
(231, 2465)
(231, 5887)
(231, 7086)
(231, 708)
(232, 2383)
(232, 5683)
(232, 2982)
(232, 6400)
(232, 1291)
(232, 1433)
(233, 2506)
(233, 6163)
(233, 3238)
(233, 7115)
(233, 3290)
(233, 4848)
(234, 6390)
(234, 6251)
(234, 378)
(234, 4731)
(234, 6459)
(234, 1951)
(234, 3905)
(235, 2824)
(235, 1289)
(235, 598)
(236, 6683)
(236, 6678)
(236, 2861)
(236, 7223)
(236, 1018)
(236, 846)
(236, 878)
(237, 641)
(237, 7022)
(237, 593)
(237, 5174)
(237, 3561)
(237, 4483)
(237, 2893)
(237, 2593)
(238, 5737)
(238, 896)
(238, 4574)
(238, 3694)
(238, 2126)
(239, 6263)
(239, 6753)
(239, 1897)
(239, 3428)
(239, 2557)
(239, 4125)
(239, 4825)
(240, 3079)
(240, 3843)
(240, 3437)
(240, 3337)
(240, 413)
(240, 5333)
(240, 5765)
(241, 3664)
(241, 6084)
(241, 5203)
(241, 6698)
(241, 3589)
(242, 319)
(242, 3260)
(242, 260)
(242, 6290)
(243, 5519)
(243, 1162)
(243, 2821)
(243, 1799)
(243, 6754)
(243, 5524)
(243, 3447)
(243, 6720)
(244, 5925)
(244, 4091)
(244, 993)
(244, 5993)
(244, 6977)
(244, 1738)
(244, 1547)
(244, 5965)
(244, 6370)
(244, 4513)
(244, 5979)
(245, 2203)
(245, 6916)
(245, 2417)
(245, 1452)
(245, 6567)
(245, 3276)
(245, 4897)
(245, 2395)
(245, 3330)
(245, 5311)
(246, 6010)
(246, 6067)
(246, 6098)
(246, 7100)
(246, 4926)
(246, 1819)
(247, 1550)
(247, 1491)
(247, 3029)
(247, 1092)
(247, 5229)
(249, 2740)
(249, 6101)
(249, 1262)
(249, 1435)
(249, 2280)
(249, 4720)
(250, 5768)
(251, 3506)
(251, 5448)
(251, 6709)
(251, 5469)
(252, 4131)
(252, 4627)
(252, 4486)
(252, 3547)
(253, 2841)
(253, 3070)
(253, 3282)
(253, 3744)
(254, 6583)
(254, 2378)
(254, 2368)
(254, 4954)
(254, 2487)
(254, 2539)
(255, 1050)
(255, 1196)
(255, 5386)
(255, 1903)
(255, 354)
(255, 2347)
(255, 5076)
(256, 6080)
(256, 1058)
(256, 5207)
(256, 1571)
(257, 5890)
(257, 5844)
(257, 5863)
(257, 4321)
(257, 1954)
(257, 5982)
(257, 7112)
(258, 5098)
(258, 1560)
(259, 5401)
(259, 4459)
(259, 6610)
(260, 5437)
(260, 572)
(261, 2865)
(261, 7104)
(261, 6764)
(261, 1073)
(261, 815)
(261, 1976)
(261, 6642)
(262, 1398)
(262, 5651)
(262, 2392)
(262, 2606)
(262, 2068)
(263, 1057)
(263, 5403)
(263, 5137)
(263, 6285)
(263, 2537)
(263, 4793)
(263, 842)
(263, 4909)
(264, 603)
(264, 1277)
(264, 881)
(264, 3789)
(264, 2089)
(264, 715)
(265, 5283)
(265, 5893)
(265, 4249)
(265, 1124)
(265, 6125)
(265, 4264)
(265, 4678)
(266, 2131)
(266, 634)
(266, 7107)
(266, 6832)
(266, 6412)
(266, 704)
(266, 6404)
(267, 5062)
(267, 2611)
(267, 6606)
(267, 3565)
(267, 4669)
(267, 5973)
(268, 4461)
(268, 4479)
(268, 4204)
(268, 4431)
(268, 4347)
(268, 1539)
(269, 300)
(269, 5969)
(269, 6613)
(269, 6310)
(269, 6489)
(269, 5902)
(270, 5309)
(270, 5425)
(270, 1706)
(270, 3246)
(270, 572)
(270, 4445)
(270, 2081)
(270, 6975)
(270, 809)
(271, 5314)
(271, 5804)
(271, 954)
(272, 1433)
(272, 497)
(272, 3496)
(272, 349)
(272, 3840)
(272, 6101)
(272, 3022)
(273, 4456)
(273, 5695)
(273, 5471)
(273, 6287)
(273, 1403)
(273, 6799)
(274, 631)
(274, 538)
(274, 7107)
(275, 5342)
(275, 3311)
(275, 4193)
(275, 464)
(275, 5913)
(275, 982)
(275, 3449)
(276, 6243)
(276, 5153)
(276, 6800)
(276, 7131)
(276, 2733)
(276, 4859)
(276, 7101)
(277, 4105)
(277, 4637)
(277, 7058)
(277, 645)
(277, 3077)
(277, 4951)
(277, 328)
(277, 385)
(278, 5223)
(278, 4462)
(278, 3244)
(278, 5804)
(278, 7187)
(278, 4973)
(278, 1240)
(278, 1213)
(279, 1877)
(279, 3251)
(279, 5795)
(279, 6226)
(279, 5095)
(279, 1000)
(279, 1537)
(279, 2249)
(279, 813)
(280, 1781)
(280, 4550)
(280, 6828)
(280, 1957)
(280, 5877)
(281, 5787)
(281, 5078)
(281, 1556)
(281, 2530)
(281, 3547)
(281, 2602)
(282, 2325)
(282, 5913)
(282, 5861)
(282, 6219)
(282, 775)
(282, 1063)
(282, 4131)
(282, 998)
(282, 4474)
(282, 3694)
(283, 7201)
(283, 1043)
(283, 7008)
(283, 5555)
(284, 3057)
(284, 1011)
(284, 5772)
(284, 4237)
(285, 6503)
(285, 1438)
(285, 761)
(285, 5813)
(285, 5936)
(285, 5935)
(285, 1973)
(285, 1867)
(286, 2672)
(286, 6641)
(286, 6370)
(286, 4617)
(287, 3668)
(287, 770)
(287, 2015)
(287, 5688)
(287, 6941)
(288, 3831)
(289, 3985)
(289, 2260)
(289, 4043)
(289, 2808)
(289, 2797)
(289, 5051)
(289, 4909)
(290, 3522)
(290, 6297)
(290, 4051)
(290, 528)
(290, 5906)
(290, 1685)
(290, 3927)
(291, 6067)
(291, 5071)
(291, 4872)
(291, 673)
(291, 1302)
(291, 4755)
(291, 4708)
(292, 2712)
(292, 1524)
(292, 5641)
(292, 5506)
